@id,type,lon,lat
3156236814,Free_standing,36.319858,32.287328
3156236815,Free_standing,36.326778,32.287346
3156236816,Attached_to_WASH_centre,36.330316,32.287348
3156236817,Free_standing,36.326200,32.287387
3156236818,Free_standing,36.340608,32.287387
3156236819,Attached_to_WASH_centre,36.336992,32.287401
3156236820,Free_standing,36.337294,32.287401
3156236821,Attached_to_WASH_centre,36.327233,32.287429
3156236822,Free_standing,36.336376,32.287429
3156236823,Free_standing,36.332922,32.287434
3156236824,Attached_to_WASH_centre,36.321257,32.287451
3156236825,Free_standing,36.332548,32.287459
3156236826,Free_standing,36.322425,32.287466
3156236827,Free_standing,36.336927,32.287482
3156236828,Free_standing,36.340998,32.287484
3156236829,Free_standing,36.336120,32.287488
3156236830,Attached_to_WASH_centre,36.333731,32.287519
3156236831,Free_standing,36.319565,32.287539
3156236832,Free_standing,36.320705,32.287552
3156236833,Attached_to_WASH_centre,36.333595,32.287560
3156236834,Free_standing,36.321055,32.287563
3156236835,Free_standing,36.323206,32.287602
3156236836,Attached_to_WASH_centre,36.326471,32.287619
3156236837,Free_standing,36.325223,32.287626
3156236838,Attached_to_WASH_centre,36.327398,32.287643
3156236839,Attached_to_WASH_centre,36.340667,32.287651
3156236840,Attached_to_WASH_centre,36.326756,32.287668
3156236841,Free_standing,36.320522,32.287711
3156236842,Free_standing,36.334433,32.287719
3156236843,Attached_to_WASH_centre,36.320396,32.287738
3156236844,Attached_to_WASH_centre,36.333608,32.287739
3156236845,Free_standing,36.340101,32.287797
3156236846,Attached_to_WASH_centre,36.327262,32.287805
3156236847,Free_standing,36.340944,32.287827
3156236848,Attached_to_WASH_centre,36.333034,32.287838
3156236849,Attached_to_WASH_centre,36.338965,32.287849
3156236850,Free_standing,36.323861,32.287854
3156236851,Free_standing,36.339554,32.287858
3156236852,Attached_to_WASH_centre,36.324525,32.287858
3156236853,Free_standing,36.324558,32.287859
3156236854,Attached_to_WASH_centre,36.333488,32.287871
3156236855,Free_standing,36.320079,32.287891
3156236856,Free_standing,36.320773,32.287910
3156236857,Attached_to_WASH_centre,36.326633,32.287935
3156236858,Attached_to_WASH_centre,36.333186,32.287972
3156236859,Attached_to_WASH_centre,36.330569,32.288000
3156236860,Attached_to_WASH_centre,36.331093,32.288014
3156236961,Attached_to_WASH_centre,36.326606,32.288022
3156236962,Free_standing,36.328070,32.288055
3156236963,Attached_to_WASH_centre,36.332837,32.288074
3156236964,Free_standing,36.338740,32.288083
3156236965,Attached_to_WASH_centre,36.332997,32.288091
3156236966,Free_standing,36.323335,32.288100
3156236967,Free_standing,36.341451,32.288104
3156236968,Free_standing,36.337053,32.288136
3156236969,Free_standing,36.337647,32.288155
3156236970,Attached_to_WASH_centre,36.330958,32.288158
3156236971,Free_standing,36.321819,32.288158
3156236972,Free_standing,36.320954,32.288172
3156236973,Free_standing,36.331899,32.288188
3156236974,Free_standing,36.333774,32.288199
3156236975,Free_standing,36.331923,32.288209
3156236976,Attached_to_WASH_centre,36.337035,32.288210
3156236977,Attached_to_WASH_centre,36.318738,32.288267
3156236978,Free_standing,36.336714,32.288281
3156236979,Free_standing,36.318100,32.288321
3156236980,Free_standing,36.333276,32.288331
3156236981,Free_standing,36.327392,32.288348
3156236982,Attached_to_WASH_centre,36.324329,32.288374
3156236983,Attached_to_WASH_centre,36.325344,32.288389
3156236984,Attached_to_WASH_centre,36.336690,32.288394
3156236985,Attached_to_WASH_centre,36.318485,32.288403
3156236986,Attached_to_WASH_centre,36.324879,32.288409
3156236987,Free_standing,36.333495,32.288415
3156236988,Attached_to_WASH_centre,36.324033,32.288421
3156236989,Free_standing,36.327826,32.288448
3156236990,Free_standing,36.341347,32.288473
3156236991,Free_standing,36.336367,32.288482
3156236992,Free_standing,36.326414,32.288505
3156236993,Attached_to_WASH_centre,36.331333,32.288508
3156236994,Attached_to_WASH_centre,36.318030,32.288521
3156236995,Free_standing,36.322506,32.288527
3156236996,Free_standing,36.320477,32.288528
3156236997,Attached_to_WASH_centre,36.323923,32.288539
3156236998,Free_standing,36.323439,32.288548
3156236999,Attached_to_WASH_centre,36.341730,32.288554
3156237000,Free_standing,36.337760,32.288555
3156237001,Attached_to_WASH_centre,36.324775,32.288571
3156237002,Free_standing,36.337343,32.288580
3156237003,Free_standing,36.327036,32.288593
3156237004,Attached_to_WASH_centre,36.317805,32.288597
3156237005,Attached_to_WASH_centre,36.330254,32.288605
3156237006,Free_standing,36.335140,32.288671
3156237007,Attached_to_WASH_centre,36.341322,32.288711
3156237008,Free_standing,36.317364,32.288712
3156237009,Attached_to_WASH_centre,36.324479,32.288715
3156237010,Free_standing,36.334758,32.288785
3156237011,Free_standing,36.327892,32.288798
3156237012,Free_standing,36.339989,32.288816
3156237013,Attached_to_WASH_centre,36.321325,32.288821
3156237014,Free_standing,36.333036,32.288827
3156237015,Attached_to_WASH_centre,36.330613,32.288839
3156237016,Free_standing,36.333982,32.288869
3156237017,Free_standing,36.339729,32.288870
3156237018,Free_standing,36.327312,32.288871
3156237019,Attached_to_WASH_centre,36.340497,32.288887
3156237020,Attached_to_WASH_centre,36.330384,32.288927
3156237021,Attached_to_WASH_centre,36.328010,32.288972
3156237022,Free_standing,36.320622,32.288974
3156237023,Free_standing,36.327049,32.288982
3156237024,Attached_to_WASH_centre,36.328094,32.289007
3156237025,Free_standing,36.340692,32.289029
3156237026,Free_standing,36.333258,32.289050
3156237027,Free_standing,36.318735,32.289091
3156237028,Attached_to_WASH_centre,36.322071,32.289116
3156237029,Attached_to_WASH_centre,36.324598,32.289123
3156237030,Free_standing,36.333171,32.289132
3156237031,Free_standing,36.333699,32.289208
3156237032,Attached_to_WASH_centre,36.339761,32.289213
3156237033,Attached_to_WASH_centre,36.321875,32.289243
3156237034,Free_standing,36.317796,32.289269
3156237035,Free_standing,36.341729,32.289277
3156237036,Free_standing,36.339464,32.289319
3156237037,Free_standing,36.341530,32.289324
3156237038,Free_standing,36.335351,32.289350
3156237039,Attached_to_WASH_centre,36.322095,32.289368
3156237040,Free_standing,36.322873,32.289402
3156237041,Attached_to_WASH_centre,36.321242,32.289408
3156237042,Attached_to_WASH_centre,36.333627,32.289429
3156237043,Attached_to_WASH_centre,36.327693,32.289447
3156237044,Attached_to_WASH_centre,36.321725,32.289448
3156237045,Attached_to_WASH_centre,36.334545,32.289462
3156237046,Attached_to_WASH_centre,36.318582,32.289480
3156237047,Attached_to_WASH_centre,36.328333,32.289484
3156237048,Attached_to_WASH_centre,36.327921,32.289498
3156237049,Free_standing,36.322330,32.289505
3156237050,Free_standing,36.333729,32.289519
3156237051,Free_standing,36.317454,32.289533
3156237052,Free_standing,36.324037,32.289543
3156237053,Free_standing,36.324966,32.289579
3156237054,Attached_to_WASH_centre,36.331102,32.289589
3156237055,Attached_to_WASH_centre,36.342037,32.289633
3156237056,Free_standing,36.324689,32.289636
3156237057,Attached_to_WASH_centre,36.334128,32.289641
3156237058,Attached_to_WASH_centre,36.317456,32.289648
3156237059,Attached_to_WASH_centre,36.327492,32.289648
3156237060,Attached_to_WASH_centre,36.321328,32.289663
3156237161,Free_standing,36.334677,32.289666
3156237162,Free_standing,36.338597,32.289670
3156237163,Attached_to_WASH_centre,36.321107,32.289678
3156237164,Free_standing,36.317018,32.289694
3156237165,Free_standing,36.334159,32.289695
3156237166,Free_standing,36.322348,32.289713
3156237167,Free_standing,36.330051,32.289721
3156237168,Attached_to_WASH_centre,36.327703,32.289730
3156237169,Attached_to_WASH_centre,36.333276,32.289766
3156237170,Free_standing,36.323104,32.289780
3156237171,Attached_to_WASH_centre,36.317064,32.289788
3156237172,Attached_to_WASH_centre,36.327409,32.289798
3156237173,Free_standing,36.341462,32.289833
3156237174,Free_standing,36.316596,32.289841
3156237175,Attached_to_WASH_centre,36.341850,32.289851
3156237176,Free_standing,36.339970,32.289874
3156237177,Free_standing,36.328697,32.289906
3156237178,Attached_to_WASH_centre,36.319535,32.289919
3156237179,Attached_to_WASH_centre,36.340794,32.289954
3156237180,Free_standing,36.327891,32.289957
3156237181,Attached_to_WASH_centre,36.337335,32.289971
3156237182,Free_standing,36.339788,32.289984
3156237183,Free_standing,36.333417,32.290013
3156237184,Free_standing,36.341956,32.290028
3156237185,Free_standing,36.340163,32.290073
3156237186,Free_standing,36.321840,32.290080
3156237187,Attached_to_WASH_centre,36.319290,32.290107
3156237188,Free_standing,36.338560,32.290126
3156237189,Free_standing,36.337136,32.290129
3156237190,Attached_to_WASH_centre,36.331970,32.290136
3156237191,Free_standing,36.341814,32.290156
3156237192,Free_standing,36.342482,32.290159
3156237193,Attached_to_WASH_centre,36.319649,32.290176
3156237194,Attached_to_WASH_centre,36.325341,32.290182
3156237195,Attached_to_WASH_centre,36.318768,32.290212
3156237196,Attached_to_WASH_centre,36.326097,32.290220
3156237197,Free_standing,36.327000,32.290222
3156237198,Free_standing,36.317820,32.290223
3156237199,Attached_to_WASH_centre,36.326060,32.290224
3156237200,Free_standing,36.322206,32.290246
3156237201,Attached_to_WASH_centre,36.340147,32.290285
3156237202,Attached_to_WASH_centre,36.331779,32.290298
3156237203,Free_standing,36.339900,32.290303
3156237204,Free_standing,36.323217,32.290315
3156237205,Free_standing,36.340282,32.290345
3156237206,Attached_to_WASH_centre,36.325223,32.290364
3156237207,Attached_to_WASH_centre,36.325816,32.290390
3156237208,Free_standing,36.329394,32.290392
3156237209,Free_standing,36.315475,32.290419
3156237210,Attached_to_WASH_centre,36.330992,32.290449
3156237211,Attached_to_WASH_centre,36.318871,32.290428
3156237212,Free_standing,36.327464,32.290430
3156237213,Free_standing,36.326025,32.290444
3156237214,Free_standing,36.340794,32.290477
3156237215,Free_standing,36.337427,32.290489
3156237216,Attached_to_WASH_centre,36.318357,32.290503
3156237217,Free_standing,36.316972,32.290536
3156237218,Free_standing,36.337998,32.290536
3156237219,Attached_to_WASH_centre,36.342391,32.290542
3156237220,Free_standing,36.337497,32.290545
3156237221,Attached_to_WASH_centre,36.325286,32.290556
3156237222,Free_standing,36.337024,32.290586
3156237223,Attached_to_WASH_centre,36.342006,32.290601
3156237224,Free_standing,36.325462,32.290602
3156237225,Free_standing,36.321503,32.290610
3156237226,Free_standing,36.327364,32.290615
3156237227,Free_standing,36.315173,32.290624
3156237228,Free_standing,36.319388,32.290640
3156237229,Free_standing,36.326365,32.290664
3156237230,Free_standing,36.328365,32.290665
3156237231,Free_standing,36.337490,32.290666
3156237232,Free_standing,36.339043,32.290687
3156237233,Attached_to_WASH_centre,36.325197,32.290696
3156237234,Free_standing,36.325063,32.290706
3156237235,Free_standing,36.323652,32.290725
3156237236,Free_standing,36.337982,32.290759
3156237237,Free_standing,36.342096,32.290776
3156237238,Free_standing,36.323495,32.290778
3156237239,Attached_to_WASH_centre,36.339280,32.290794
3156237240,Free_standing,36.318329,32.290796
3156237241,Free_standing,36.335130,32.290844
3156237242,Free_standing,36.314978,32.290858
3156237243,Attached_to_WASH_centre,36.338772,32.290872
3156237244,Free_standing,36.335251,32.290874
3156237245,Free_standing,36.315660,32.290879
3156237246,Free_standing,36.340041,32.290916
3156237247,Free_standing,36.314825,32.290920
3156237248,Free_standing,36.321974,32.290923
3156237249,Free_standing,36.320022,32.290929
3156237250,Free_standing,36.315924,32.290981
3156237251,Free_standing,36.325237,32.290990
3156237252,Free_standing,36.340523,32.291016
3156237253,Attached_to_WASH_centre,36.322637,32.291018
3156237254,Free_standing,36.324762,32.291024
3156237255,Free_standing,36.334319,32.291046
3156237256,Free_standing,36.334628,32.291074
3156237257,Free_standing,36.319424,32.291078
3156237258,Free_standing,36.327176,32.291079
3156237259,Free_standing,36.325978,32.291094
3156237260,Attached_to_WASH_centre,36.337977,32.291096
3156237261,Attached_to_WASH_centre,36.322851,32.291111
3156237262,Free_standing,36.341040,32.291116
3156237263,Free_standing,36.326469,32.291138
3156237264,Attached_to_WASH_centre,36.328286,32.291150
3156237265,Free_standing,36.342337,32.291152
3156237266,Attached_to_WASH_centre,36.341362,32.291158
3156237267,Attached_to_WASH_centre,36.328986,32.291159
3156237268,Free_standing,36.322163,32.291164
3156237269,Attached_to_WASH_centre,36.322290,32.291189
3156237270,Free_standing,36.339042,32.291196
3156237271,Free_standing,36.340543,32.291203
3156237272,Attached_to_WASH_centre,36.322504,32.291229
3156237273,Free_standing,36.337801,32.291244
3156237274,Free_standing,36.326207,32.291271
3156237275,Free_standing,36.341589,32.291292
3156237276,Free_standing,36.318793,32.291299
3156237277,Attached_to_WASH_centre,36.322864,32.291301
3156237278,Attached_to_WASH_centre,36.328967,32.291327
3156237279,Free_standing,36.338553,32.291328
3156237280,Attached_to_WASH_centre,36.322645,32.291333
3156237281,Attached_to_WASH_centre,36.315606,32.291350
3156237282,Attached_to_WASH_centre,36.315671,32.291360
3156237283,Free_standing,36.342029,32.291361
3156237284,Attached_to_WASH_centre,36.340646,32.291367
3156237285,Free_standing,36.342762,32.291372
3156237286,Attached_to_WASH_centre,36.328083,32.291394
3156237287,Free_standing,36.337927,32.291424
3156237288,Free_standing,36.316280,32.291502
3156237289,Free_standing,36.317648,32.291502
3156237290,Free_standing,36.323666,32.291538
3156237291,Attached_to_WASH_centre,36.322268,32.291548
3156237292,Free_standing,36.318382,32.291571
3156237293,Free_standing,36.338294,32.291574
3156237294,Free_standing,36.315936,32.291580
3156237295,Attached_to_WASH_centre,36.322037,32.291597
3156237296,Oxfam_water_storage,36.340218,32.291629
3156237297,Attached_to_WASH_centre,36.325927,32.291630
3156237298,Free_standing,36.341474,32.291636
3156237299,Free_standing,36.322568,32.291649
3156237300,Free_standing,36.318642,32.291653
3156237301,Free_standing,36.318820,32.291692
3156237302,Free_standing,36.315846,32.291692
3156237303,Free_standing,36.339283,32.291695
3156237304,Free_standing,36.326638,32.291720
3156237305,Free_standing,36.342823,32.291721
3156237306,Attached_to_WASH_centre,36.341413,32.291726
3156237307,Free_standing,36.314660,32.291727
3156237308,Free_standing,36.340976,32.291736
3156237309,Free_standing,36.325685,32.291751
3156237310,Attached_to_WASH_centre,36.315032,32.291760
3156237311,Free_standing,36.325364,32.291801
3156237312,Attached_to_WASH_centre,36.342621,32.291803
3156237313,Free_standing,36.325920,32.291814
3156237314,Attached_to_WASH_centre,36.339188,32.291814
3156237315,Attached_to_WASH_centre,36.324023,32.291814
3156237316,Attached_to_WASH_centre,36.343088,32.291827
3156237317,Attached_to_WASH_centre,36.314756,32.291883
3156237318,Free_standing,36.322870,32.291886
3156237319,Attached_to_WASH_centre,36.320379,32.291887
3156237320,Free_standing,36.339026,32.291889
3156237321,Free_standing,36.339471,32.291932
3156237322,Attached_to_WASH_centre,36.324084,32.291939
3156237323,Free_standing,36.323173,32.291956
3156237324,Attached_to_WASH_centre,36.319932,32.292014
3156237325,Free_standing,36.341641,32.292034
3156237326,Free_standing,36.316528,32.292045
3156237327,Free_standing,36.316245,32.292052
3156237328,Attached_to_WASH_centre,36.326664,32.292081
3156237329,Free_standing,36.338851,32.292089
3156237330,Attached_to_WASH_centre,36.326373,32.292100
3156237331,Free_standing,36.326885,32.292110
3156237332,Free_standing,36.319586,32.292143
3156237333,Attached_to_WASH_centre,36.319586,32.292143
3156237334,Attached_to_WASH_centre,36.320670,32.292146
3156237335,Free_standing,36.342827,32.292159
3156237336,Attached_to_WASH_centre,36.320053,32.292198
3156237337,Free_standing,36.314560,32.292200
3156237338,Attached_to_WASH_centre,36.338589,32.292213
3156237339,Attached_to_WASH_centre,36.341704,32.292236
3156237340,Attached_to_WASH_centre,36.325960,32.292242
3156237341,Free_standing,36.338141,32.292246
3156237342,Free_standing,36.315968,32.292264
3156237343,Attached_to_WASH_centre,36.319142,32.292281
3156237344,Attached_to_WASH_centre,36.319723,32.292322
3156237345,Free_standing,36.325938,32.292336
3156237346,Attached_to_WASH_centre,36.319495,32.292343
3156237347,Free_standing,36.341629,32.292374
3156237348,Free_standing,36.323714,32.292395
3156237349,Free_standing,36.343040,32.292409
3156237350,Free_standing,36.337737,32.292414
3156237351,Free_standing,36.341107,32.292416
3156237352,Free_standing,36.326706,32.292425
3156237353,Free_standing,36.337934,32.292461
3156237354,Free_standing,36.314750,32.292463
3156237355,Free_standing,36.325995,32.292489
3156237356,Free_standing,36.322908,32.292494
3156237357,Free_standing,36.316440,32.292518
3156237358,Attached_to_WASH_centre,36.316560,32.292523
3156237359,Free_standing,36.320575,32.292543
3156237360,Free_standing,36.317069,32.292546
3156237361,Free_standing,36.340941,32.292593
3156237362,Free_standing,36.320435,32.292596
3156237363,Free_standing,36.314003,32.292606
3156237364,Free_standing,36.337764,32.292621
3156237365,Free_standing,36.320649,32.292630
3156237366,Free_standing,36.323380,32.292636
3156237367,Free_standing,36.342325,32.292686
3156237368,Free_standing,36.317901,32.292724
3156237369,Attached_to_WASH_centre,36.316398,32.292731
3156237370,Attached_to_WASH_centre,36.323653,32.292737
3156237371,Free_standing,36.324069,32.292747
3156237372,Attached_to_WASH_centre,36.313980,32.292809
3156237373,Free_standing,36.314945,32.292815
3156237374,Free_standing,36.342990,32.292826
3156237375,Attached_to_WASH_centre,36.323125,32.292830
3156237376,Free_standing,36.341689,32.292831
3156237377,Free_standing,36.313673,32.292863
3156237378,Attached_to_WASH_centre,36.313977,32.292880
3156237379,Free_standing,36.319235,32.292891
3156237380,Free_standing,36.338256,32.292897
3156237381,Attached_to_WASH_centre,36.343554,32.292902
3156237382,Attached_to_WASH_centre,36.343233,32.292911
3156237383,Free_standing,36.320500,32.292917
3156237384,Free_standing,36.340021,32.292972
3156237385,Free_standing,36.341378,32.292996
3156237386,Attached_to_WASH_centre,36.339742,32.293004
3156237387,Free_standing,36.339205,32.293029
3156237388,Attached_to_WASH_centre,36.323429,32.293069
3156237389,Free_standing,36.316959,32.293150
3156237390,Free_standing,36.340993,32.293175
3156237391,Free_standing,36.316289,32.293229
3156237392,Free_standing,36.339018,32.293230
3156237393,Free_standing,36.342580,32.293231
3156237394,Free_standing,36.318835,32.293263
3156237395,Attached_to_WASH_centre,36.338961,32.293274
3156237396,Free_standing,36.323145,32.293277
3156237397,Attached_to_WASH_centre,36.342496,32.293278
3156237398,Attached_to_WASH_centre,36.322989,32.293328
3156237399,Free_standing,36.315183,32.293379
3156237400,Free_standing,36.342042,32.293396
3156237401,Free_standing,36.322647,32.293397
3156237402,Free_standing,36.317273,32.293439
3156237403,Free_standing,36.338141,32.293440
3156237404,Attached_to_WASH_centre,36.318874,32.293450
3156237405,Free_standing,36.314305,32.293455
3156237406,Free_standing,36.315517,32.293466
3156237407,Free_standing,36.321910,32.293489
3156237408,Free_standing,36.318750,32.293498
3156237409,Attached_to_WASH_centre,36.318750,32.293498
3156237410,Free_standing,36.312931,32.293534
3156237411,Free_standing,36.319321,32.293534
3156237412,Free_standing,36.343212,32.293568
3156237413,Free_standing,36.315391,32.293570
3156237414,Attached_to_WASH_centre,36.341644,32.293576
3156237415,Free_standing,36.318687,32.293589
3156237416,Free_standing,36.339649,32.293611
3156237417,Free_standing,36.340231,32.293613
3156237418,Free_standing,36.315625,32.293729
3156237419,Attached_to_WASH_centre,36.320817,32.293752
3156237420,Free_standing,36.342643,32.293758
3156237421,Free_standing,36.321436,32.293762
3156237422,Free_standing,36.317562,32.293785
3156237423,Attached_to_WASH_centre,36.320763,32.293832
3156237424,Attached_to_WASH_centre,36.319434,32.293863
3156237425,Free_standing,36.340525,32.293866
3156237426,Free_standing,36.342098,32.293907
3156237427,Free_standing,36.322456,32.293943
3156237428,Free_standing,36.338723,32.293946
3156237429,Attached_to_WASH_centre,36.314875,32.293986
3156237430,Free_standing,36.320540,32.293991
3156237431,Free_standing,36.314015,32.294025
3156237432,Attached_to_WASH_centre,36.314432,32.294026
3156237433,Free_standing,36.316201,32.294060
3156237434,Free_standing,36.314933,32.294073
3156237435,Free_standing,36.339621,32.294087
3156237436,Free_standing,36.313164,32.294093
3156237437,Free_standing,36.341296,32.294111
3156237438,Free_standing,36.343628,32.294140
3156237439,Free_standing,36.339653,32.294142
3156237440,Attached_to_WASH_centre,36.320117,32.294150
3156237441,Attached_to_WASH_centre,36.340387,32.294170
3156237442,Free_standing,36.319331,32.294175
3156237443,Free_standing,36.341775,32.294211
